movieid,popularity,recFrequency
586,10,2.6412213740458013
587,1,1.8931297709923665
588,13,2.7022900763358777
589,45,3.4885496183206106
80463,5,1.5114503816793892
590,7,2.4656488549618323
8783,6,1.2824427480916032
592,9,2.633587786259542
2640,1,1.5419847328244274
8784,8,1.732824427480916
593,104,3.984732824427481
2641,3,0.7633587786259542
2642,1,0.5114503816793893
594,2,1.3206106870229006
595,19,2.198473282442748
2643,1,0.33587786259541985
596,7,1.015267175572519
597,6,2.3053435114503817
8798,2,1.6335877862595418
41566,1,1.8244274809160306
608,22,3.045801526717557
2657,5,1.4885496183206106
41569,3,1.6488549618320612
8807,1,1.0076335877862594
45672,1,0.7633587786259542
8810,2,0.8625954198473282
4718,3,1.366412213740458
2671,5,1.4274809160305344
4720,3,1.6717557251908397
4728,4,0.7480916030534351
2683,11,2.6259541984732824
2687,2,0.6564885496183206
2692,21,2.145038167938931
2694,1,0.9923664122137404
4744,1,0.3969465648854962
648,6,2.7480916030534353
68237,9,1.3511450381679388
2700,3,1.9541984732824427
2701,4,1.2671755725190839
70286,6,1.9923664122137406
2706,2,2.6564885496183206
2707,1,0.564885496183206
2710,4,2.0916030534351147
6807,3,1.549618320610687
45722,6,2.2900763358778624
2716,19,3.053435114503817
671,1,0.4351145038167939
2720,4,0.40458015267175573
673,1,0.9083969465648855
78499,9,1.3282442748091603
2722,1,0.7786259541984732
60069,57,2.4885496183206106
2728,1,0.6641221374045801
60072,1,0.8625954198473282
58025,3,0.6641221374045801
8874,14,2.4961832061068705
31410,1,0.8931297709923663
2762,72,3.793893129770992
714,1,0.5954198473282443
2763,1,1.16793893129771
8910,1,0.8778625954198472
719,1,0.5572519083969465
6863,5,1.8854961832061068
720,6,0.7099236641221374
8914,1,0.7633587786259542
33493,15,2.572519083969466
8917,2,1.2671755725190839
6874,51,3.549618320610687
74458,4,1.4809160305343512
733,9,2.213740458015267
68319,2,0.8931297709923663
736,3,2.2519083969465647
737,2,0.31297709923664124
2788,1,0.7022900763358779
741,2,0.9923664122137404
742,1,0.17557251908396948
2791,6,1.946564885496183
2792,1,0.46564885496183206
6888,1,0.648854961832061
745,12,1.183206106870229
2795,1,0.6106870229007634
53996,4,1.4961832061068703
2797,7,2.16793893129771
750,58,2.450381679389313
2798,2,0.22900763358778625
4848,14,1.5801526717557253
54001,14,1.549618320610687
2803,1,0.7480916030534351
2804,11,1.251908396946565
4855,2,0.9541984732824428
2808,1,0.44274809160305345
762,1,0.6259541984732825
8957,1,1.3129770992366412
8958,1,0.9312977099236641
8961,30,3.2671755725190836
68358,20,1.984732824427481
778,30,2.427480916030534
8970,5,1.5114503816793892
4874,1,1.1374045801526718
2826,3,0.8702290076335878
780,19,3.458015267175573
4878,50,2.954198473282443
784,5,1.4274809160305344
4881,1,0.7557251908396946
786,1,1.16793893129771
788,5,1.4885496183206106
4886,16,3.251908396946565
6934,8,2.4961832061068705
8983,1,1.0381679389312977
8985,2,0.5038167938931297
4890,1,1.0
6942,4,1.6488549618320612
4896,18,2.8625954198473282
802,2,0.7938931297709924
6947,4,1.4885496183206106
2858,100,3.8778625954198476
810,2,0.09923664122137404
99114,8,1.1068702290076335
109374,1,0.6259541984732825
832,2,1.114503816793893
56152,1,0.6564885496183206
858,130,3.32824427480916
2906,3,0.13740458015267176
7004,1,0.8778625954198472
4963,26,3.3587786259541987
2916,4,2.1908396946564883
2918,16,2.6183206106870225
4973,104,3.282442748091603
37741,1,0.9465648854961832
7022,2,0.8931297709923663
4974,1,0.5114503816793893
2926,1,0.31297709923664124
4975,1,1.4580152671755724
4979,19,1.9083969465648856
45950,2,0.9541984732824428
4993,43,4.748091603053435
898,1,0.48091603053435117
4995,32,3.3664122137404577
899,12,0.9236641221374047
2947,5,1.4274809160305344
2948,5,0.9007633587786259
2949,1,0.984732824427481
903,17,1.3969465648854962
904,26,1.8015267175572518
908,15,1.5190839694656488
909,4,0.6335877862595419
910,4,1.0687022900763359
2959,99,4.427480916030534
33679,1,1.66412213740458
912,41,2.1755725190839694
913,13,1.0916030534351147
914,4,0.9465648854961832
5010,1,1.6259541984732826
915,1,0.5038167938931297
5014,1,0.6259541984732825
919,26,2.2519083969465647
920,10,1.114503816793893
922,10,0.8015267175572518
923,17,1.7480916030534353
924,39,2.603053435114504
930,2,0.5877862595419847
2985,1,1.6564885496183206
31658,10,1.3282442748091603
2987,5,2.2061068702290076
48043,2,0.916030534351145
2989,3,0.549618320610687
7090,10,1.5267175572519085
2997,39,2.870229007633588
3000,11,1.50381679389313
953,19,1.5114503816793892
954,1,0.5801526717557252
7099,2,0.732824427480916
3004,1,0.10687022900763359
3006,1,1.0305343511450382
5060,2,0.9007633587786259
31685,1,1.083969465648855
5064,2,0.9770992366412213
969,2,0.7480916030534351
3030,1,0.5419847328244275
27611,3,0.6641221374045801
3044,1,0.3816793893129771
7143,6,2.099236641221374
7147,11,2.267175572519084
3052,1,2.099236641221374
7153,60,4.34351145038168
54259,1,1.0458015267175573
1014,1,0.1297709923664122
1020,1,0.7404580152671756
1021,2,0.3816793893129771
33794,32,3.4045801526717554
1028,4,1.3435114503816794
3081,6,1.7022900763358777
3082,1,1.1068702290076335
1035,9,1.5114503816793892
1036,28,3.0229007633587783
54286,39,2.145038167938931
3087,1,0.6030534351145038
3101,2,0.8244274809160306
3104,1,0.48091603053435117
3105,1,0.8167938931297709
1060,1,0.8244274809160306
74789,1,0.9694656488549619
3108,1,0.7633587786259542
3114,15,2.4580152671755724
56367,16,2.198473282442748
1073,9,2.404580152671756
1079,7,1.7480916030534353
1080,31,2.2900763358778624
52281,1,1.0
1086,1,0.5801526717557252
1088,6,1.1068702290076335
1089,83,2.9389312977099236
1090,4,1.5114503816793892
1091,1,0.3969465648854962
1093,2,0.6412213740458016
1094,3,0.8625954198473282
1095,1,0.6412213740458016
1097,14,3.0381679389312977
3146,1,0.48091603053435117
3147,22,2.5190839694656484
1101,1,2.0229007633587788
7254,3,1.8549618320610686
3160,15,1.435114503816794
3168,1,0.7862595419847328
5218,2,2.0763358778625953
5219,1,0.9465648854961832
64614,22,1.4885496183206106
3174,1,0.8778625954198472
3175,4,1.5190839694656488
52328,1,0.9236641221374047
5225,2,0.8473282442748091
1136,83,3.3435114503816794
1148,20,1.4122137404580153
27773,2,1.3587786259541983
5254,1,0.8702290076335878
3219,2,0.19083969465648856
1172,2,0.7938931297709924
7317,1,0.5190839694656488
38038,2,1.1755725190839694
7318,3,0.7480916030534351
1175,2,0.8396946564885497
1178,1,0.564885496183206
7323,2,0.9312977099236641
44191,58,3.1908396946564888
44195,1,1.816793893129771
44199,1,1.435114503816794
1193,64,2.8396946564885495
5291,3,0.717557251908397
1196,85,3.8625954198473282
5292,1,0.31297709923664124
1197,74,2.687022900763359
38061,1,1.1221374045801527
1198,77,3.8091603053435112
1199,12,1.50381679389313
3247,1,0.8931297709923663
1200,38,2.6259541984732824
48304,1,0.7633587786259542
1201,41,1.7251908396946565
1203,36,1.4274809160305344
5299,11,1.6946564885496183
1204,23,1.1526717557251909
1206,60,2.8244274809160306
1207,18,1.3282442748091603
3255,1,1.099236641221374
1208,48,2.404580152671756
1209,4,0.7022900763358779
1210,57,3.5877862595419847
1211,1,0.42748091603053434
5308,1,0.549618320610687
1212,4,0.83206106870229
1213,44,2.50381679389313
3262,1,0.37404580152671757
1214,33,3.0229007633587783
58559,109,3.381679389312977
1215,1,1.1374045801526718
7361,97,3.5801526717557253
1217,2,0.5572519083969465
1219,26,2.0076335877862594
3267,1,0.6564885496183206
1220,1,1.9770992366412212
1221,89,2.3969465648854964
1222,40,2.404580152671756
1223,3,1.0229007633587786
1225,15,1.8778625954198476
3275,7,1.4198473282442747
1228,7,1.0305343511450382
7373,1,1.3587786259541983
1230,9,1.2671755725190839
1233,6,1.1068702290076335
1234,16,1.3511450381679388
1235,1,0.8167938931297709
52435,1,0.48091603053435117
1237,1,0.5038167938931297
3285,1,0.717557251908397
1240,21,3.2213740458015265
1242,2,0.9312977099236641
7387,2,0.5954198473282443
1244,3,0.732824427480916
1245,2,0.7633587786259542
1246,14,2.5114503816793894
1247,6,1.5572519083969465
1248,1,0.3969465648854962
1250,13,1.183206106870229
1252,29,1.4580152671755724
5349,9,3.4427480916030535
1253,2,0.6106870229007634
54503,3,1.5419847328244274
1256,1,0.5190839694656488
1258,69,2.6564885496183206
3307,1,0.40458015267175573
1259,12,1.7480916030534353
1260,4,0.5343511450381679
1261,1,0.7862595419847328
1262,5,1.213740458015267
1263,5,1.0305343511450382
1265,50,3.1297709923664123
1266,11,1.4809160305343512
79091,1,0.7709923664122137
1267,5,0.8625954198473282
1270,54,3.8702290076335877
1271,1,0.8167938931297709
1272,1,0.7099236641221374
1274,3,1.099236641221374
1275,1,1.1603053435114503
1276,7,1.0305343511450382
1278,9,1.1908396946564885
34048,1,1.66412213740458
48385,7,1.9083969465648856
1281,1,0.5725190839694656
5377,2,1.465648854961832
5378,11,2.67175572519084
1282,2,1.251908396946565
1283,3,0.4122137404580153
1284,1,0.5877862595419847
1285,1,0.9236641221374047
1287,1,0.9465648854961832
1288,6,1.6259541984732826
1289,1,0.35114503816793896
48394,29,2.480916030534351
1291,49,3.114503816793893
60684,2,1.5190839694656488
1293,2,0.9541984732824428
7438,47,3.282442748091603
1296,1,0.48091603053435117
1299,1,0.5114503816793893
7444,2,0.7022900763358779
7445,1,0.9083969465648855
1304,8,1.1908396946564885
1307,7,1.9083969465648856
79132,109,2.6183206106870225
7454,3,1.0458015267175573
3362,1,0.8396946564885497
72998,24,2.2824427480916034
1321,1,0.732824427480916
5418,48,3.213740458015267
5419,1,0.44274809160305345
1333,3,1.3129770992366412
73017,4,1.5190839694656488
5445,5,3.3511450381679393
64839,2,1.0305343511450382
5452,3,0.44274809160305345
1356,2,1.2748091603053435
1358,4,1.0381679389312977
7502,6,0.7251908396946565
1359,3,0.3816793893129771
3408,1,1.7404580152671756
1361,1,0.15267175572519084
1370,1,1.6259541984732826
3418,1,1.3206106870229006
68954,19,2.0610687022900764
1372,1,0.83206106870229
1374,1,1.1755725190839694
1375,1,0.8396946564885497
1376,3,1.099236641221374
1380,1,1.7557251908396945
34150,2,1.0
5481,2,1.6030534351145036
1387,20,2.1374045801526718
3435,5,0.732824427480916
3438,1,0.6946564885496183
3440,1,0.24427480916030533
1394,1,1.4045801526717558
66934,3,0.7251908396946565
1405,1,0.7557251908396946
5502,2,1.8549618320610686
1407,3,1.6564885496183206
1408,4,1.0229007633587786
48516,42,2.687022900763359
3462,3,0.6106870229007634
91529,13,1.2900763358778624
3471,1,1.4885496183206106
5528,2,0.9541984732824428
3489,4,1.3053435114503817
1464,4,0.6259541984732825
64957,1,1.4045801526717558
46530,9,1.0381679389312977
5574,1,0.8396946564885497
3527,11,1.7633587786259541
1485,3,1.9541984732824427
56782,2,1.33587786259542
3535,3,1.4122137404580153
1500,1,1.2900763358778624
1513,2,0.717557251908397
3564,1,0.22137404580152673
1517,9,2.5419847328244276
5618,58,2.2442748091603053
52722,6,1.2748091603053435
46578,22,2.4885496183206106
5620,1,0.5801526717557252
1527,29,3.045801526717557
3578,81,3.5725190839694654
69122,1,1.7251908396946565
3593,6,0.40458015267175573
44555,3,1.2061068702290076
91658,1,0.5877862595419847
34319,2,1.129770992366412
1556,3,0.732824427480916
3608,4,0.7633587786259542
1562,6,1.251908396946565
3617,2,0.9770992366412213
5669,18,2.0610687022900764
1573,5,2.0229007633587788
3623,1,1.8244274809160306
5673,2,1.0534351145038168
1580,15,3.6030534351145036
3629,1,0.37404580152671757
5679,1,1.7404580152671756
1584,1,2.0076335877862594
1586,1,0.6641221374045801
1587,1,0.8625954198473282
1591,1,0.4732824427480916
5690,3,0.7480916030534351
3646,1,0.3587786259541985
1608,2,1.5343511450381682
1610,12,1.9389312977099238
1616,2,0.41984732824427484
1617,24,2.16793893129771
3671,3,1.3816793893129773
1625,6,1.8244274809160306
3676,1,0.5343511450381679
3681,1,0.8015267175572518
34405,24,1.7404580152671756
1639,2,1.3587786259541983
3688,5,0.35114503816793896
1641,3,1.450381679389313
63082,12,1.9618320610687023
1644,2,0.8854961832061069
1645,1,1.33587786259542
1653,14,2.259541984732824
3702,2,1.183206106870229
3704,2,0.7480916030534351
44665,7,1.4045801526717558
3717,1,1.1984732824427482
34437,1,0.9236641221374047
48774,9,2.198473282442748
1674,1,0.9770992366412213
48780,49,2.5648854961832064
1676,2,1.7022900763358777
77455,1,0.5114503816793893
89745,22,1.3053435114503817
1681,1,0.282442748091603
1682,11,3.236641221374046
3735,1,0.6183206106870229
1687,1,0.5801526717557252
1690,2,1.1374045801526718
3751,2,1.916030534351145
1704,52,2.9770992366412212
3754,2,0.20610687022900764
1707,1,0.42748091603053434
36529,4,1.3587786259541983
5810,3,0.9312977099236641
1717,1,0.9007633587786259
81591,11,1.3435114503816794
50872,10,2.114503816793893
5816,4,2.4198473282442747
1721,24,3.4961832061068705
1722,1,1.3969465648854962
1732,58,2.7251908396946565
3785,3,1.2900763358778624
3791,1,0.4961832061068702
3793,17,3.1603053435114505
54997,2,1.0534351145038168
1772,1,0.3587786259541985
3821,4,0.4732824427480916
5872,2,1.129770992366412
3825,1,0.7022900763358779
1777,1,1.33587786259542
77561,1,1.2061068702290076
1805,3,0.7633587786259542
5902,8,1.6412213740458015
5903,7,1.4198473282442747
3863,2,0.9312977099236641
3871,1,0.2366412213740458
1831,4,0.8778625954198472
3882,2,0.717557251908397
61240,1,0.8778625954198472
3897,3,1.8091603053435115
5952,56,4.442748091603053
1862,1,0.24427480916030533
3911,1,1.1221374045801527
32587,34,3.030534351145038
3916,1,1.1450381679389312
96079,1,0.9007633587786259
55118,1,0.9236641221374047
5971,22,1.1526717557251909
79702,4,1.099236641221374
1882,2,0.9236641221374047
1884,10,1.3511450381679388
5989,21,2.916030534351145
5991,5,1.5343511450381682
5992,2,0.7633587786259542
69481,3,1.0076335877862594
5995,43,1.8625954198473282
3948,1,2.2213740458015265
3949,62,2.152671755725191
71535,1,1.4122137404580153
40815,12,2.2748091603053435
1911,1,0.916030534351145
46970,3,0.7938931297709924
1916,1,0.3282442748091603
1917,8,2.4885496183206106
3967,1,1.0305343511450382
6016,72,2.1068702290076335
46976,3,1.6793893129770994
1920,1,0.46564885496183206
1921,5,1.4122137404580153
3969,1,0.7709923664122137
1923,3,2.603053435114504
53123,1,0.6412213740458016
1924,2,0.29770992366412213
53125,3,1.549618320610687
3977,3,1.8473282442748094
3979,3,0.5038167938931297
3981,2,0.48854961832061067
3984,1,0.6793893129770991
3988,1,0.8549618320610687
3991,1,0.22137404580152673
69526,1,0.6564885496183206
1945,1,0.5954198473282443
3994,1,1.9236641221374047
3996,36,2.9847328244274807
3999,2,0.42748091603053434
1953,1,0.8778625954198472
1954,7,1.7480916030534353
4002,2,0.83206106870229
1957,1,0.6335877862595419
1961,22,2.633587786259542
6058,2,0.5190839694656488
4011,41,2.4198473282442747
81834,2,1.0610687022900764
4015,3,0.9236641221374047
1968,8,2.152671755725191
1970,1,0.29770992366412213
59315,22,2.5419847328244276
81845,6,1.3511450381679388
4022,8,2.6412213740458013
81847,1,0.7862595419847328
4025,1,1.435114503816794
4027,19,2.5267175572519083
4029,1,0.41984732824427484
1982,1,0.8091603053435115
4034,5,1.83206106870229
1997,13,1.4885496183206106
55247,5,1.2595419847328242
2000,9,1.7862595419847327
2005,3,1.3511450381679388
2006,1,1.2671755725190839
6104,2,0.366412213740458
2010,1,0.6106870229007634
2011,5,2.4885496183206106
2012,6,2.4656488549618323
2018,1,0.8702290076335878
2019,32,1.2900763358778624
2021,3,0.9541984732824428
2023,4,1.015267175572519
59369,1,1.1908396946564885
2028,69,3.4427480916030535
30707,7,1.870229007633588
4085,1,1.4809160305343512
2042,1,0.3435114503816794
59387,1,0.5343511450381679
