movieid,popularity,recFrequency
2450,3,0.40561622464898595
2459,2,0.46021840873634945
420,5,0.8034321372854915
6564,1,0.748829953198128
2470,2,1.388455538221529
8622,11,1.684867394695788
8623,1,0.4914196567862714
434,3,1.3962558502340094
6586,1,0.5538221528861155
442,2,1.388455538221529
45499,2,1.7082683307332294
8636,2,2.792511700468019
8638,2,0.9204368174726989
8641,2,1.3260530421216847
2502,29,2.5585023400936038
455,1,0.7800312012480499
457,4,2.6521060842433695
51662,24,2.5507020280811235
55765,1,1.1622464898595943
6615,1,0.32761310452418096
471,1,0.8814352574102964
8665,13,2.574102964118565
76251,2,1.2324492979719188
480,20,4.032761310452418
2529,10,1.4430577223088923
489,1,0.1170046801872075
4587,2,0.21840873634945399
2542,14,1.9890795631825273
497,1,0.717628705148206
500,7,2.8783151326053042
98809,1,0.93603744149766
47610,3,1.630265210608424
508,4,1.5054602184087362
519,3,0.40561622464898595
520,4,1.357254290171607
37386,3,0.7332293291731669
2571,74,5.0
55820,26,2.1450858034321376
2572,1,1.3650546021840873
527,100,3.3229329173166926
2581,1,0.8190327613104524
39446,2,0.6630265210608424
539,5,1.7628705148205928
541,52,2.9407176287051486
4641,4,1.1154446177847113
546,10,0.46021840873634945
4642,1,0.45241809672386896
4643,1,1.4586583463338534
2599,4,1.0686427457098284
551,3,2.0436817472698907
553,1,0.8190327613104524
66097,2,1.0998439937597504
6708,1,1.0998439937597504
6711,25,2.9797191887675507
2617,4,2.1840873634945397
68157,37,2.004680187207488
2628,12,3.2761310452418098
4681,1,0.374414976599064
586,11,2.706708268330733
587,3,1.934477379095164
588,7,2.7379095163806557
589,43,3.5101404056162244
590,11,2.488299531981279
80463,4,1.5288611544461777
8783,8,1.3182527301092042
592,16,2.6365054602184084
2640,1,1.575663026521061
8784,3,1.7628705148205928
593,102,4.071762870514821
2641,2,0.7878315132605305
594,4,1.3416536661466458
2642,1,0.5304212168486739
595,22,2.2620904836193447
2643,1,0.35101404056162244
596,4,1.029641185647426
597,4,2.3400936037441498
8798,1,1.6224648985959438
41566,2,1.8096723868954758
608,24,3.0967238689547583
2657,6,1.5210608424336973
41569,2,1.669266770670827
6754,1,1.0452418096723868
8807,2,1.0218408736349454
45672,1,0.7800312012480499
8810,4,0.8970358814352575
4718,4,1.4040561622464898
2671,3,1.4430577223088923
628,1,0.686427457098284
4728,5,0.7644305772230888
2683,8,2.667706708268331
2687,2,0.6630265210608424
2692,22,2.1762870514820594
4744,2,0.40561622464898595
648,7,2.800312012480499
60040,1,0.8112324492979719
68237,7,1.3494539781591264
2700,5,1.981279251170047
2701,4,1.2792511700468019
70286,5,2.0202808112324493
2706,2,2.714508580343214
2707,1,0.5850234009360374
2710,6,2.1450858034321376
6807,4,1.5990639625585024
2712,1,1.5132605304212168
45722,7,2.3478939157566305
2716,19,3.1045241809672386
2720,3,0.39781591263650545
673,2,0.9204368174726989
78499,10,1.3260530421216847
60069,59,2.5507020280811235
2728,1,0.6708268330733229
60072,2,0.9048361934477379
58025,3,0.6708268330733229
8874,17,2.5117004680187205
31410,2,0.9126365054602184
2761,1,0.9906396255850235
2762,72,3.8377535101404057
714,1,0.608424336973479
2763,1,1.1934477379095163
4814,1,0.31981279251170047
719,1,0.5538221528861155
6863,6,1.87207488299532
720,6,0.7020280811232449
33493,24,2.5663026521060845
8917,3,1.24804992199688
6874,47,3.6037441497659906
74458,5,1.482059282371295
733,9,2.254290171606864
68319,1,0.9126365054602184
736,4,2.277691107644306
742,1,0.171606864274571
2791,4,1.9890795631825273
2792,1,0.46801872074883
745,8,1.185647425897036
2794,1,0.35101404056162244
53996,7,1.5054602184087362
2797,8,2.1840873634945397
750,61,2.4648985959438376
2798,2,0.234009360374415
4848,21,1.606864274570983
54001,10,1.5600624024960998
2803,1,0.7644305772230888
2804,14,1.2402496099843994
4855,2,0.967238689547582
2808,1,0.45241809672386896
4857,1,0.421216848673947
762,1,0.6396255850234009
8957,1,1.3338533541341655
8958,2,0.93603744149766
8961,26,3.2683307332293294
68358,18,1.9890795631825273
4873,2,0.8190327613104524
778,27,2.4570982839313573
8970,5,1.5288611544461777
4874,1,1.1466458658346332
2826,2,0.8814352574102964
780,18,3.517940717628705
4878,55,2.96411856474259
784,7,1.4430577223088923
785,1,0.7098283931357254
4881,2,0.7800312012480499
786,1,1.185647425897036
788,4,1.5210608424336973
4886,16,3.2683307332293294
6934,10,2.50390015600624
6936,1,1.0140405616224648
8985,2,0.5226209048361934
4890,2,1.0140405616224648
6942,6,1.669266770670827
4896,13,2.8939157566302653
802,2,0.8034321372854915
6947,6,1.497659906396256
6953,1,1.3104524180967239
2858,97,3.946957878315133
810,1,0.10920436817472699
99114,8,1.107644305772231
6957,1,0.8034321372854915
109374,1,0.6396255850234009
832,3,1.154446177847114
849,1,0.592823712948518
858,134,3.4477379095163805
2906,2,0.14040561622464898
7004,1,0.8892355694227769
4963,31,3.408736349453978
2916,4,2.2464898595943836
2918,16,2.667706708268331
4973,108,3.2761310452418098
37741,2,0.967238689547582
7022,3,0.9048361934477379
4974,1,0.514820592823713
4975,1,1.4742589703588145
4979,20,1.9422776911076443
4993,52,4.6801872074882995
898,1,0.4914196567862714
4995,29,3.4399375975039
899,9,0.9516380655226209
2947,5,1.4586583463338534
2948,6,0.9048361934477379
903,14,1.4040561622464898
904,28,1.8408736349453978
908,15,1.5600624024960998
909,3,0.62402496099844
910,5,1.0842433697347893
2959,110,4.407176287051482
33679,4,1.6614664586583463
912,44,2.215288611544462
913,9,1.1154446177847113
5010,1,1.6458658346333854
914,6,0.9594383775351014
915,1,0.5070202808112324
5014,1,0.6318252730109204
919,24,2.2620904836193447
920,9,1.138845553822153
922,11,0.8346333853354135
923,23,1.7628705148205928
924,39,2.6131045241809674
930,3,0.592823712948518
2985,1,1.684867394695788
31658,10,1.3416536661466458
2987,3,2.2308892355694225
48043,2,0.9282371294851794
2989,1,0.5694227769110765
7090,14,1.5678627145085802
2997,36,2.8939157566302653
3000,13,1.5366614664586584
953,23,1.5288611544461777
954,1,0.577223088923557
7099,2,0.7020280811232449
3006,1,1.0530421216848673
5060,3,0.9048361934477379
31685,1,1.0998439937597504
5064,2,0.9906396255850235
969,4,0.7566302652106084
27611,2,0.686427457098284
3044,1,0.39001560062402496
7143,5,2.129485179407176
7147,9,2.285491419656786
3052,1,2.1138845553822154
3054,1,0.21840873634945399
7153,60,4.414976599063963
7154,1,0.5616224648985959
54259,2,1.076443057722309
1014,1,0.13260530421216848
1021,3,0.3822152886115444
33794,35,3.5101404056162244
1028,5,1.3650546021840873
1029,1,0.9828393135725428
5128,1,0.35101404056162244
3081,6,1.7082683307332294
3082,4,1.1310452418096724
1035,12,1.5366614664586584
3083,1,0.45241809672386896
1036,23,3.034321372854914
54286,31,2.1450858034321376
3087,1,0.6162246489859594
1049,2,0.4290171606864274
3101,2,0.8190327613104524
5152,1,0.577223088923557
3105,1,0.8268330733229329
3114,16,2.5195007800312013
56367,14,2.215288611544462
1073,8,2.418096723868955
1079,8,1.7550702028081122
1080,24,2.3478939157566305
1086,1,0.592823712948518
1088,5,1.1310452418096724
1089,88,2.8939157566302653
1090,3,1.497659906396256
1092,1,1.0842433697347893
1094,1,0.8502340093603744
1097,11,3.049921996879875
3147,29,2.589703588143526
1101,2,2.067082683307332
7254,2,1.87207488299532
3160,11,1.4508580343213728
5218,1,2.074882995319813
64614,24,1.4898595943837754
3175,2,1.544461778471139
1127,1,1.5912636505460218
52328,1,0.9282371294851794
5225,1,0.842433697347894
1136,91,3.3931357254290173
1148,22,1.4118564742589703
27773,5,1.388455538221529
5254,1,0.8892355694227769
3210,1,1.0140405616224648
3219,1,0.19500780031201248
1172,2,0.8034321372854915
7317,1,0.5226209048361934
38038,3,1.1934477379095163
7318,2,0.7410296411856475
1175,3,0.8580343213728548
1178,1,0.5694227769110765
7323,1,0.9594383775351014
44191,50,3.221528861154446
44195,1,1.7706708268330735
44199,1,1.482059282371295
1193,68,2.8393135725429017
5291,4,0.7254290171606864
1196,82,3.829953198127925
1197,74,2.7301092043681745
1198,69,3.790951638065523
1199,17,1.5366614664586584
3247,1,0.9204368174726989
1200,31,2.667706708268331
48304,1,0.7722308892355695
1201,40,1.7550702028081122
7346,1,0.5382215288611545
1203,35,1.4508580343213728
5299,8,1.7394695787831513
7347,1,0.7722308892355695
1204,20,1.1778471138845554
1206,59,2.8627145085803436
1207,18,1.357254290171607
5303,1,0.31201248049922
1208,51,2.4102964118564745
1209,3,0.7098283931357254
1210,62,3.541341653666147
1211,1,0.43681747269890797
5308,2,0.5538221528861155
1212,3,0.8502340093603744
1213,58,2.5585023400936038
1214,35,3.0421216848673946
3262,1,0.3822152886115444
58559,108,3.4009360374414976
7361,105,3.642745709828393
5313,2,0.5070202808112324
1217,3,0.5694227769110765
1219,29,1.9968798751950079
3267,1,0.6630265210608424
1221,89,2.4570982839313573
1222,40,2.4414976599063962
1225,16,1.9032761310452417
3275,5,1.4040561622464898
7371,1,0.62402496099844
1228,6,1.029641185647426
1230,14,1.2870514820592824
1233,8,1.1310452418096724
1234,15,1.3494539781591264
1237,2,0.5070202808112324
1240,24,3.28393135725429
1241,1,0.46801872074883
1242,1,0.9438377535101404
7387,1,0.6318252730109204
1243,1,0.46801872074883
1244,3,0.748829953198128
1246,17,2.488299531981279
1247,6,1.5834633385335415
1248,1,0.41341653666146644
1250,14,1.185647425897036
1252,29,1.4508580343213728
5349,6,3.463338533541342
1253,1,0.6162246489859594
54503,3,1.544461778471139
1256,1,0.5226209048361934
1258,76,2.706708268330733
1259,10,1.7862714508580344
1260,3,0.5382215288611545
1261,1,0.8034321372854915
1262,4,1.216848673946958
1263,5,1.0686427457098284
1265,46,3.151326053042122
1266,12,1.5054602184087362
79091,1,0.7800312012480499
1267,5,0.8736349453978159
1268,1,0.31981279251170047
1270,55,3.8923556942277693
1271,2,0.8346333853354135
1272,1,0.717628705148206
1275,1,1.1622464898595943
1276,6,1.0530421216848673
1278,10,1.216848673946958
48385,6,1.8876755070202809
1281,1,0.5694227769110765
5377,3,1.5210608424336973
5378,14,2.706708268330733
1282,1,1.2558502340093602
1283,2,0.4290171606864274
1284,1,0.577223088923557
1285,1,0.9516380655226209
1287,3,0.9594383775351014
1288,5,1.6770670826833074
1289,1,0.358814352574103
48394,26,2.542901716068643
1291,50,3.151326053042122
60684,4,1.5366614664586584
1293,2,0.9750390015600624
7438,47,3.3463338533541345
1296,1,0.4914196567862714
1297,1,0.421216848673947
1299,1,0.49921996879875197
7444,3,0.7020280811232449
7445,1,0.9126365054602184
1304,9,1.2090483619344774
1307,7,1.9110764430577223
7451,1,1.1778471138845554
79132,106,2.628705148205928
7454,5,1.0920436817472698
7458,1,1.4274570982839312
3362,2,0.8502340093603744
72998,27,2.308892355694228
1321,1,0.7254290171606864
5418,42,3.260530421216848
5419,1,0.46021840873634945
1333,1,1.3260530421216847
73017,2,1.5210608424336973
5445,2,3.369734789391576
64839,2,1.0374414976599065
5452,5,0.45241809672386896
1358,3,1.0374414976599065
7502,7,0.7332293291731669
1359,2,0.39001560062402496
3408,1,1.7706708268330735
5463,1,0.6006240249609984
1370,3,1.6614664586583463
3418,1,1.3260530421216847
68954,16,2.0436817472698907
1372,2,0.8190327613104524
3421,1,1.3182527301092042
1375,3,0.8736349453978159
3424,1,0.748829953198128
1376,3,1.1154446177847113
1380,2,1.7784711388455539
34150,1,1.0062402496099845
5481,3,1.6224648985959438
1387,16,2.1762870514820594
3435,6,0.7410296411856475
1394,2,1.4430577223088923
1396,1,1.0686427457098284
66934,6,0.7566302652106084
1405,2,0.7644305772230888
5502,3,1.8954758190327614
1407,2,1.6770670826833074
1408,3,1.0140405616224648
48516,41,2.6833073322932917
3462,3,0.6162246489859594
91529,16,1.2792511700468019
3471,1,1.5288611544461777
5528,1,0.9750390015600624
3481,3,1.9188767550702028
3489,2,1.3260530421216847
1449,1,0.6474258970358815
3504,1,0.6942277691107644
3510,1,0.9438377535101404
1464,2,0.6474258970358815
46530,9,1.0608424336973479
5574,1,0.8502340093603744
3527,14,1.7628705148205928
1485,1,2.004680187207488
56782,1,1.3650546021840873
3535,1,1.4040561622464898
1499,1,0.7332293291731669
1513,2,0.7020280811232449
1517,8,2.5507020280811235
5618,49,2.2698907956318255
52722,4,1.3104524180967239
46578,21,2.542901716068643
1527,33,3.1045241809672386
3578,84,3.642745709828393
69122,1,1.731669266770671
3593,5,0.4290171606864274
44555,2,1.1778471138845554
34319,1,1.1622464898595943
1552,1,1.575663026521061
1556,3,0.7566302652106084
3608,7,0.7800312012480499
1562,6,1.2714508580343216
3617,1,0.9828393135725428
1573,5,2.059282371294852
5669,19,2.1138845553822154
3623,2,1.8486739469578783
1580,15,3.6583463338533537
3629,1,0.374414976599064
5679,1,1.7784711388455539
1584,2,2.0436817472698907
1587,1,0.8736349453978159
1591,2,0.483619344773791
5690,2,0.7332293291731669
3646,1,0.3666146645865834
1608,2,1.5600624024960998
1610,11,1.9500780031201248
1616,3,0.4290171606864274
1617,20,2.215288611544462
3671,3,1.3962558502340094
1625,5,1.87207488299532
3676,1,0.5460218408736349
3681,1,0.8268330733229329
34405,26,1.7628705148205928
1639,2,1.388455538221529
3688,4,0.358814352574103
1641,2,1.4898595943837754
63082,14,1.9734789391575664
1644,1,0.9204368174726989
1645,1,1.388455538221529
1653,10,2.285491419656786
56949,1,0.45241809672386896
3702,3,1.2090483619344774
3704,2,0.7644305772230888
97913,1,0.5226209048361934
44665,9,1.435257410296412
3717,1,1.24804992199688
34437,1,0.9438377535101404
48774,8,2.215288611544462
1674,1,0.9984399375975039
48780,46,2.5117004680187205
1676,1,1.731669266770671
77455,1,0.5460218408736349
89745,27,1.3182527301092042
1681,1,0.27301092043681746
1682,16,3.330733229329173
1687,1,0.6006240249609984
1690,2,1.1778471138845554
3744,1,0.514820592823713
3751,2,1.9422776911076443
1704,51,3.0421216848673946
3754,2,0.2106084243369735
1707,3,0.43681747269890797
36529,1,1.3962558502340094
5810,2,0.9594383775351014
1717,3,0.93603744149766
81591,7,1.4040561622464898
50872,7,2.1138845553822154
5816,4,2.4804992199687987
1721,18,3.580343213728549
1722,1,1.4274570982839312
1732,59,2.7613104524180967
3785,4,1.294851794071763
3791,1,0.5070202808112324
3793,18,3.2293291731669265
54997,2,1.0530421216848673
1772,1,0.3666146645865834
3821,3,0.483619344773791
1777,1,1.357254290171607
77561,1,1.2324492979719188
1784,1,2.0280811232449296
5900,1,0.421216848673947
5902,6,1.6458658346333854
5903,5,1.4118564742589703
3863,4,0.9438377535101404
1831,3,0.8970358814352575
3882,2,0.7332293291731669
3897,3,1.794071762870515
5952,57,4.477379095163807
1862,1,0.2418096723868955
3911,3,1.1310452418096724
32587,29,3.073322932917317
3916,2,1.1622464898595943
96079,1,0.8970358814352575
5971,18,1.1778471138845554
1876,5,1.2246489859594383
79702,6,1.107644305772231
1882,1,0.93603744149766
1884,11,1.3806552262090483
5989,17,2.9173166926677068
5991,4,1.5522620904836193
5992,2,0.7800312012480499
69481,2,1.0218408736349454
5995,42,1.9110764430577223
3948,1,2.2308892355694225
3949,52,2.1684867394695786
71535,1,1.4430577223088923
40815,13,2.2932917316692665
40819,1,1.3260530421216847
46970,1,0.7878315132605305
1917,7,2.488299531981279
1918,1,0.8658346333853355
3967,1,1.0530421216848673
6016,69,2.1216848673946958
46976,3,1.684867394695788
1920,1,0.46021840873634945
1921,2,1.4040561622464898
3969,1,0.7722308892355695
1923,1,2.6131045241809674
53123,1,0.6630265210608424
1924,3,0.3042121684867395
53125,3,1.5600624024960998
3979,2,0.5226209048361934
3981,2,0.49921996879875197
3984,1,0.6786271450858035
3986,1,0.6630265210608424
3988,1,0.8580343213728548
69526,1,0.686427457098284
3994,2,1.9656786271450857
3996,34,3.0109204368174725
3999,1,0.43681747269890797
1953,1,0.8892355694227769
1954,4,1.7628705148205928
4002,2,0.8502340093603744
1957,1,0.6318252730109204
1961,22,2.706708268330733
4011,39,2.433697347893916
81834,1,1.0686427457098284
4015,4,0.93603744149766
1968,7,2.1840873634945397
1970,1,0.31201248049922
59315,23,2.581903276131045
81845,8,1.388455538221529
4022,5,2.6911076443057724
81847,1,0.7722308892355695
4025,1,1.4664586583463337
4027,23,2.589703588143526
4034,5,1.8252730109204367
4039,1,0.343213728549142
1997,11,1.4898595943837754
55247,5,1.2870514820592824
2000,10,1.7862714508580344
2005,3,1.357254290171607
2006,1,1.3104524180967239
6104,1,0.374414976599064
2010,3,0.6318252730109204
2011,8,2.49609984399376
2012,4,2.5195007800312013
2013,1,0.40561622464898595
2019,32,1.294851794071763
2021,5,0.967238689547582
55269,1,1.0140405616224648
2023,3,1.0062402496099845
59369,1,1.2090483619344774
2028,61,3.5101404056162244
30707,10,1.8798751950078003
4085,2,1.5210608424336973
2042,1,0.35101404056162244
59387,2,0.5538221528861155
